17.954;59.366;26;23;35;577.8;225;765;25
17.955;59.301;28.2;28;29;602;602;602;14.2857142857143
17.955;59.361;24;19;28;516.4;211;1098;20
17.955;59.362;25;20;29;568.2;263;1149;20
17.956;59.284;31.3333;30;34;510.666666666667;273;729;36
17.956;59.294;31;30;35;777.6;220;917;20
17.956;59.360;30.1667;24;40;844.166666666667;253;1247;18
17.956;59.370;25.4;22;28;826;554;1224;13.6363636363636
17.957;59.285;31;31;31;772;772;772;15
17.957;59.286;33;31;39;612.333333333333;312;824;36
17.957;59.419;28;28;28;1129;1129;1129;5
17.957;59.451;43;41;46;611.2;443;900;10
17.958;59.287;33;33;33;1067;1067;1067;15
17.958;59.359;26.2;23;28;937.6;646;1375;13.0434782608696
17.959;59.285;26;26;26;436;436;436;15
17.959;59.288;30.4;29;36;815;503;893;8.33333333333333
17.959;59.303;26;26;26;505;505;505;15
17.959;59.360;25.4;20;32;588;209;855;20
17.959;59.361;25.4;22;29;802.6;525;1008;12
17.959;59.362;26;20;39;695.4;236;982;20
17.959;59.365;22.6667;18;34;546.333333333333;118;915;45
17.959;59.366;20;20;20;654.8;380;1067;25
17.960;59.292;28;28;28;510;510;510;15
17.960;59.366;21;19;23;637.8;261;961;37.5
17.960;59.427;33.2;32;36;807.6;260;1158;8.10810810810811
17.960;59.445;40;38;42;583.8;524;622;8.10810810810811
17.961;59.299;26;24;34;550;391;1186;6.66666666666667
17.961;59.366;20.6;20;21;646.6;389;1033;25
17.961;59.368;16.8;16;17;98;98;98;12
17.962;59.271;42.2;41;47;711.8;511;1461;11.5384615384615
17.962;59.286;25;25;25;300;300;300;15
17.962;59.344;33.8;30;36;769.8;400;1480;30
17.962;59.345;32.2;29;34;672.8;191;1513;37.5
17.962;59.359;24.8;21;28;820.6;446;929;11.1111111111111
17.962;59.360;25;18;31;446.666666666667;177;728;40
17.962;59.365;20.6667;18;22;557.666666666667;233;865;30
17.962;59.366;20.2;19;21;606.8;386;938;25
17.962;59.367;20.4;20;21;632.4;298;1134;18.75
17.962;59.448;43.8;41;52;695.8;521;771;5
17.963;59.272;39.2;38;44;713.2;494;1468;7.69230769230769
17.963;59.291;24;24;24;348;348;348;6.66666666666667
17.963;59.345;29.8;28;32;1064;323;1572;15
17.963;59.359;23;19;27;717.8;426;806;11.1111111111111
17.963;59.361;21.2;17;26;540.8;338;607;11.1111111111111
17.963;59.366;20;18;22;585.6;278;909;37.5
17.964;59.291;22;22;22;178;178;178;15
17.964;59.305;30;29;31;693;69;849;14.2857142857143
17.964;59.364;17.2;16;22;686.2;674;735;13.0434782608696
17.964;59.365;20;17;23;580.571428571429;119;813;28
17.964;59.367;19.6;19;20;590.8;302;1024;25
17.964;59.369;22.4;22;24;667.8;496;1355;16.6666666666667
17.964;59.411;20;20;20;446;446;446;10
17.964;59.448;46.4;40;52;612.2;378;870;37.5
